Method	State	Epigenome	Assemblies	LenElements1	LenElements2	OverlapCount	DebugCheck	ExpectedOverlap	Enrichment	EnrichPValue	DepletePValue
normalApproximate	12_EnhBiv	E056	shared.hg38.showGapped	23237	936	13	1.000000	9.179886	1.416140	1.341443e-01	9.245029e-01
normalApproximate	12_EnhBiv	E057	shared.hg38.showGapped	9523	936	6	1.000000	3.866283	1.551878	1.998441e-01	9.005041e-01
normalApproximate	12_EnhBiv	E058	shared.hg38.showGapped	9956	936	9	1.000000	4.070933	2.210795	1.307990e-02	9.859273e-01
normalApproximate	12_EnhBiv	E059	shared.hg38.showGapped	16831	936	10	1.000000	6.649919	1.503778	1.320176e-01	9.317811e-01
normalApproximate	12_EnhBiv	E061	shared.hg38.showGapped	9954	936	11	1.000000	4.084981	2.692791	6.526984e-04	9.891161e-01
normalApproximate	12_EnhBiv	E062	shared.hg38.showGapped	6001	936	5	1.000000	2.314914	2.159907	7.142799e-02	9.540827e-01
normalApproximate	12_EnhBiv	E063	shared.hg38.showGapped	11317	936	13	1.000000	4.608934	2.820609	9.972107e-05	9.919790e-01
normalApproximate	12_EnhBiv	E065	shared.hg38.showGapped	636	936	0	1.000000	0.235567	0.000000	9.695677e-01	7.307414e-01
normalApproximate	12_EnhBiv	E066	shared.hg38.showGapped	4948	936	9	1.000000	2.251762	3.996871	1.093388e-05	9.693499e-01
normalApproximate	12_EnhBiv	E067	shared.hg38.showGapped	2287	936	3	1.000000	0.890373	3.369375	3.651789e-02	9.374555e-01
normalApproximate	12_EnhBiv	E068	shared.hg38.showGapped	2657	936	4	1.000000	1.047990	3.816830	6.291923e-03	9.424404e-01
normalApproximate	12_EnhBiv	E069	shared.hg38.showGapped	4856	936	1	1.000000	1.924195	0.519698	8.534411e-01	3.402759e-01
normalApproximate	12_EnhBiv	E070	shared.hg38.showGapped	8165	936	7	1.000000	3.308956	2.115471	3.749096e-02	9.735342e-01
normalApproximate	12_EnhBiv	E071	shared.hg38.showGapped	6335	936	6	1.000000	2.535749	2.366165	2.898000e-02	9.682949e-01
normalApproximate	12_EnhBiv	E072	shared.hg38.showGapped	3706	936	6	1.000000	1.460721	4.107561	2.908197e-04	9.527723e-01
normalApproximate	12_EnhBiv	E073	shared.hg38.showGapped	3726	936	3	1.000000	1.483907	2.021690	1.949377e-01	9.092781e-01
normalApproximate	12_EnhBiv	E074	shared.hg38.showGapped	3193	936	2	1.000000	1.259697	1.587684	4.121805e-01	8.217318e-01
normalApproximate	12_EnhBiv	E075	shared.hg38.showGapped	5952	936	7	1.000000	2.313149	3.026178	2.498926e-03	9.701462e-01
normalApproximate	12_EnhBiv	E076	shared.hg38.showGapped	3641	936	3	1.000000	1.418045	2.115589	1.741579e-01	9.161040e-01
normalApproximate	12_EnhBiv	E077	shared.hg38.showGapped	6751	936	4	1.000000	2.655884	1.506090	2.989899e-01	8.509651e-01
normalApproximate	12_EnhBiv	E078	shared.hg38.showGapped	6319	936	6	1.000000	2.460763	2.438269	2.417680e-02	9.684251e-01
normalApproximate	12_EnhBiv	E079	shared.hg38.showGapped	4809	936	11	1.000000	1.975389	5.568525	3.032156e-10	9.642203e-01
normalApproximate	12_EnhBiv	E080	shared.hg38.showGapped	28347	936	24	1.000000	13.366671	1.795511	2.534278e-03	9.988995e-01
normalApproximate	12_EnhBiv	E081	shared.hg38.showGapped	14652	936	32	1.000000	7.047015	4.540930	6.915420e-21	9.979617e-01
normalApproximate	12_EnhBiv	E082	shared.hg38.showGapped	5678	936	4	1.000000	2.253965	1.774651	1.984350e-01	9.060201e-01
normalApproximate	12_EnhBiv	E083	shared.hg38.showGapped	6963	936	12	1.000000	3.125657	3.839193	7.645224e-07	9.813608e-01
normalApproximate	12_EnhBiv	E084	shared.hg38.showGapped	9232	936	12	1.000000	3.889481	3.085244	4.621791e-05	9.879433e-01
normalApproximate	12_EnhBiv	E085	shared.hg38.showGapped	9424	936	10	1.000000	3.979951	2.512594	2.529655e-03	9.880874e-01
normalApproximate	12_EnhBiv	E086	shared.hg38.showGapped	5471	936	4	1.000000	2.185339	1.830380	1.818479e-01	9.132965e-01
normalApproximate	12_EnhBiv	E087	shared.hg38.showGapped	275	936	0	1.000000	0.104800	0.000000	1.196430e+00	1.169514e+00
normalApproximate	12_EnhBiv	E088	shared.hg38.showGapped	12842	936	18	1.000000	5.496904	3.274571	1.137772e-07	9.951483e-01
normalApproximate	12_EnhBiv	E089	shared.hg38.showGapped	45047	936	35	1.000000	23.237116	1.506211	8.839256e-03	9.951012e-01
normalApproximate	12_EnhBiv	E090	shared.hg38.showGapped	28029	936	22	1.000000	13.681737	1.607983	1.628135e-02	9.919887e-01
normalApproximate	12_EnhBiv	E091	shared.hg38.showGapped	17774	936	22	1.000000	8.571328	2.566697	4.095228e-06	9.991240e-01
normalApproximate	12_EnhBiv	E092	shared.hg38.showGapped	24456	936	20	1.000000	11.642925	1.717781	9.977749e-03	9.954854e-01
normalApproximate	12_EnhBiv	E093	shared.hg38.showGapped	12955	936	17	1.000000	5.746584	2.958279	2.896329e-06	9.957808e-01
normalApproximate	12_EnhBiv	E094	shared.hg38.showGapped	256	936	5	1.000000	0.099890	50.055041	7.883038e-53	1.222706e+00
normalApproximate	12_EnhBiv	E095	shared.hg38.showGapped	5317	936	13	1.000000	2.171697	5.986103	4.765174e-13	9.679466e-01
normalApproximate	12_EnhBiv	E096	shared.hg38.showGapped	4014	936	8	1.000000	1.769587	4.520829	5.164764e-06	9.599229e-01
normalApproximate	12_EnhBiv	E097	shared.hg38.showGapped	1915	936	2	1.000000	0.768760	2.601591	1.879841e-01	9.191640e-01
normalApproximate	12_EnhBiv	E098	shared.hg38.showGapped	143	936	0	1.000000	0.052896	0.000000	1.689749e+00	1.689389e+00
normalApproximate	12_EnhBiv	E099	shared.hg38.showGapped	5971	936	11	1.000000	2.607046	4.219335	3.324530e-07	9.749408e-01
normalApproximate	12_EnhBiv	E100	shared.hg38.showGapped	2209	936	5	1.000000	0.839589	5.955292	1.441426e-05	9.384518e-01
normalApproximate	12_EnhBiv	E101	shared.hg38.showGapped	5273	936	5	1.000000	2.096316	2.385137	4.488407e-02	9.584064e-01
normalApproximate	12_EnhBiv	E102	shared.hg38.showGapped	4813	936	3	1.000000	1.911523	1.569429	3.314390e-01	8.432578e-01
normalApproximate	12_EnhBiv	E103	shared.hg38.showGapped	1617	936	2	1.000000	0.625946	3.195166	1.171220e-01	9.313848e-01
normalApproximate	12_EnhBiv	E104	shared.hg38.showGapped	316	936	0	1.000000	0.119282	0.000000	1.133026e+00	1.088323e+00
normalApproximate	12_EnhBiv	E105	shared.hg38.showGapped	3102	936	3	1.000000	1.226613	2.445759	1.165332e-01	9.302873e-01
normalApproximate	12_EnhBiv	E106	shared.hg38.showGapped	6639	936	19	1.000000	2.837957	6.694957	2.064732e-21	9.780449e-01
normalApproximate	12_EnhBiv	E107	shared.hg38.showGapped	19335	936	18	1.000000	8.062858	2.232459	3.937798e-04	9.987386e-01
normalApproximate	12_EnhBiv	E108	shared.hg38.showGapped	12045	936	11	1.000000	4.934685	2.229119	5.630101e-03	9.919432e-01
normalApproximate	12_EnhBiv	E109	shared.hg38.showGapped	4092	936	5	1.000000	1.640903	3.047103	1.092769e-02	9.560645e-01
normalApproximate	12_EnhBiv	E110	shared.hg38.showGapped	11598	936	12	1.000000	5.044226	2.378958	1.821813e-03	9.933449e-01
normalApproximate	12_EnhBiv	E111	shared.hg38.showGapped	11643	936	10	1.000000	4.599505	2.174147	1.036636e-02	9.892726e-01
normalApproximate	12_EnhBiv	E112	shared.hg38.showGapped	4588	936	6	1.000000	1.819558	3.297505	2.592660e-03	9.608296e-01
normalApproximate	12_EnhBiv	E113	shared.hg38.showGapped	4075	936	10	1.000000	1.961700	5.097620	1.956349e-08	9.639362e-01
normalApproximate	12_EnhBiv	E114	shared.hg38.showGapped	2265	936	1	1.000000	0.888711	1.125225	6.679234e-01	6.918981e-01
normalApproximate	12_EnhBiv	E115	shared.hg38.showGapped	3059	936	1	1.000000	1.257694	0.795106	7.581339e-01	5.363851e-01
normalApproximate	12_EnhBiv	E116	shared.hg38.showGapped	4194	936	1	1.000000	1.672568	0.597883	8.242096e-01	4.032456e-01
normalApproximate	12_EnhBiv	E117	shared.hg38.showGapped	825	936	1	1.000000	0.322064	3.104973	3.532407e-01	9.428794e-01
normalApproximate	12_EnhBiv	E118	shared.hg38.showGapped	23059	936	13	1.000000	9.920505	1.310417	2.039884e-01	8.741503e-01
normalApproximate	12_EnhBiv	E119	shared.hg38.showGapped	4532	936	5	1.000000	1.775580	2.815981	1.801824e-02	9.579757e-01
normalApproximate	12_EnhBiv	E120	shared.hg38.showGapped	1916	936	0	1.000000	0.763453	0.000000	9.374361e-01	3.117419e-01
normalApproximate	12_EnhBiv	E121	shared.hg38.showGapped	3823	936	1	1.000000	1.528939	0.654048	8.043134e-01	4.448212e-01
normalApproximate	12_EnhBiv	E122	shared.hg38.showGapped	5747	936	9	1.000000	2.279559	3.948132	1.334336e-05	9.698444e-01
normalApproximate	12_EnhBiv	E123	shared.hg38.showGapped	4039	936	5	1.000000	1.628638	3.070050	1.039377e-02	9.558568e-01
normalApproximate	12_EnhBiv	E124	shared.hg38.showGapped	11404	936	9	1.000000	4.579804	1.965150	3.185509e-02	9.818804e-01
normalApproximate	12_EnhBiv	E125	shared.hg38.showGapped	5581	936	6	1.000000	2.214225	2.709752	1.209719e-02	9.670661e-01
normalApproximate	12_EnhBiv	E126	shared.hg38.showGapped	4103	936	3	1.000000	1.686612	1.778713	2.599746e-01	8.823308e-01
normalApproximate	12_EnhBiv	E127	shared.hg38.showGapped	5992	936	5	1.000000	2.408557	2.075932	8.472089e-02	9.508265e-01
normalApproximate	12_EnhBiv	E128	shared.hg38.showGapped	2882	936	4	1.000000	1.160327	3.447303	1.206714e-02	9.447103e-01
normalApproximate	12_EnhBiv	E129	shared.hg38.showGapped	4942	936	3	1.000000	1.992047	1.505988	3.563177e-01	8.274432e-01
normalApproximate	12_EnhBiv	E001	shared.hg38.showT2T	11912	945	3	1.000000	5.405050	0.555036	8.968113e-01	1.985455e-01
normalApproximate	12_EnhBiv	E002	shared.hg38.showT2T	7786	945	5	1.000000	3.364516	1.486098	2.649083e-01	8.650534e-01
normalApproximate	12_EnhBiv	E003	shared.hg38.showT2T	15659	945	7	1.000000	7.356865	0.951492	6.251907e-01	5.195421e-01
normalApproximate	12_EnhBiv	E004	shared.hg38.showT2T	3855	945	2	1.000000	1.617710	1.236316	5.379136e-01	7.186959e-01
normalApproximate	12_EnhBiv	E005	shared.hg38.showT2T	7660	945	13	1.000000	3.123407	4.162121	3.649262e-08	9.813350e-01
normalApproximate	12_EnhBiv	E006	shared.hg38.showT2T	14093	945	11	1.000000	6.010307	1.830189	3.207933e-02	9.845557e-01
normalApproximate	12_EnhBiv	E007	shared.hg38.showT2T	2957	945	4	1.000000	1.243663	3.216306	1.805920e-02	9.461463e-01
normalApproximate	12_EnhBiv	E008	shared.hg38.showT2T	3499	945	5	1.000000	1.490249	3.355144	5.566269e-03	9.531295e-01
normalApproximate	12_EnhBiv	E009	shared.hg38.showT2T	9679	945	7	1.000000	4.470765	1.565728	1.656297e-01	9.178560e-01
normalApproximate	12_EnhBiv	E010	shared.hg38.showT2T	10552	945	6	1.000000	4.835942	1.240710	3.799702e-01	7.710268e-01
normalApproximate	12_EnhBiv	E011	shared.hg38.showT2T	9994	945	4	1.000000	4.468501	0.895155	6.786171e-01	4.973447e-01
normalApproximate	12_EnhBiv	E012	shared.hg38.showT2T	12526	945	11	1.000000	5.872557	1.873119	2.679606e-02	9.866106e-01
normalApproximate	12_EnhBiv	E013	shared.hg38.showT2T	3079	945	1	1.000000	1.333674	0.749809	7.723668e-01	5.088644e-01
normalApproximate	12_EnhBiv	E014	shared.hg38.showT2T	13027	945	7	1.000000	5.898135	1.186816	4.010957e-01	7.436558e-01
normalApproximate	12_EnhBiv	E015	shared.hg38.showT2T	14555	945	4	1.000000	6.478699	0.617408	8.815178e-01	2.132552e-01
normalApproximate	12_EnhBiv	E016	shared.hg38.showT2T	11422	945	3	1.000000	5.286686	0.567463	8.898437e-01	2.105099e-01
normalApproximate	12_EnhBiv	E017	shared.hg38.showT2T	14742	945	8	1.000000	6.396002	1.250781	3.295169e-01	7.968796e-01
normalApproximate	12_EnhBiv	E018	shared.hg38.showT2T	15555	945	3	1.000000	6.874404	0.436401	9.540892e-01	9.447543e-02
normalApproximate	12_EnhBiv	E019	shared.hg38.showT2T	15530	945	5	1.000000	7.016313	0.712625	8.314304e-01	2.794274e-01
normalApproximate	12_EnhBiv	E020	shared.hg38.showT2T	12940	945	2	1.000000	5.577892	0.358558	9.595803e-01	8.916178e-02
normalApproximate	12_EnhBiv	E021	shared.hg38.showT2T	6375	945	9	1.000000	2.725265	3.302432	1.873198e-04	9.765595e-01
normalApproximate	12_EnhBiv	E022	shared.hg38.showT2T	9854	945	8	1.000000	4.223733	1.894059	5.323947e-02	9.724587e-01
normalApproximate	12_EnhBiv	E023	shared.hg38.showT2T	4962	945	4	1.000000	2.104137	1.901017	1.626555e-01	9.210110e-01
normalApproximate	12_EnhBiv	E024	shared.hg38.showT2T	10342	945	13	1.000000	4.967671	2.616920	3.154713e-04	9.934001e-01
normalApproximate	12_EnhBiv	E025	shared.hg38.showT2T	9272	945	6	1.000000	4.065344	1.475890	2.354690e-01	8.785246e-01
normalApproximate	12_EnhBiv	E026	shared.hg38.showT2T	2700	945	1	1.000000	1.130768	0.884355	7.315179e-01	5.857600e-01
normalApproximate	12_EnhBiv	E027	shared.hg38.showT2T	8860	945	12	1.000000	4.054860	2.959412	9.042205e-05	9.890132e-01
normalApproximate	12_EnhBiv	E028	shared.hg38.showT2T	5521	945	7	1.000000	2.419485	2.893178	3.753400e-03	9.717025e-01
normalApproximate	12_EnhBiv	E029	shared.hg38.showT2T	13261	945	22	1.000000	6.113016	3.598878	1.609960e-10	9.965656e-01
normalApproximate	12_EnhBiv	E030	shared.hg38.showT2T	9002	945	13	1.000000	3.773225	3.445329	2.654216e-06	9.871234e-01
normalApproximate	12_EnhBiv	E031	shared.hg38.showT2T	6466	945	8	1.000000	2.808028	2.848974	2.206717e-03	9.773813e-01
normalApproximate	12_EnhBiv	E032	shared.hg38.showT2T	12304	945	21	1.000000	6.093331	3.446391	1.856405e-09	9.965252e-01
normalApproximate	12_EnhBiv	E033	shared.hg38.showT2T	4128	945	3	1.000000	1.698291	1.766482	2.637483e-01	8.804876e-01
normalApproximate	12_EnhBiv	E034	shared.hg38.showT2T	23477	945	34	1.000000	11.185305	3.039703	7.814102e-12	9.997928e-01
normalApproximate	12_EnhBiv	E035	shared.hg38.showT2T	7198	945	7	1.000000	3.057754	2.289262	2.276359e-02	9.756910e-01
normalApproximate	12_EnhBiv	E036	shared.hg38.showT2T	9553	945	15	1.000000	4.055640	3.698553	7.562308e-08	9.890311e-01
normalApproximate	12_EnhBiv	E037	shared.hg38.showT2T	4131	945	8	1.000000	1.887369	4.238704	1.471256e-05	9.624247e-01
normalApproximate	12_EnhBiv	E038	shared.hg38.showT2T	4231	945	9	1.000000	1.872445	4.806550	3.693878e-07	9.621153e-01
normalApproximate	12_EnhBiv	E039	shared.hg38.showT2T	6402	945	7	1.000000	2.712472	2.580672	9.651863e-03	9.748486e-01
normalApproximate	12_EnhBiv	E040	shared.hg38.showT2T	6799	945	12	1.000000	3.339374	3.593487	2.958373e-06	9.834958e-01
normalApproximate	12_EnhBiv	E041	shared.hg38.showT2T	10164	945	22	1.000000	4.476647	4.914392	2.035168e-16	9.913616e-01
normalApproximate	12_EnhBiv	E042	shared.hg38.showT2T	7051	945	11	1.000000	3.070537	3.582436	8.366572e-06	9.807641e-01
normalApproximate	12_EnhBiv	E043	shared.hg38.showT2T	8948	945	12	1.000000	3.963327	3.027759	6.291100e-05	9.884294e-01
normalApproximate	12_EnhBiv	E044	shared.hg38.showT2T	7820	945	13	1.000000	3.148577	4.128849	4.453394e-08	9.816082e-01
normalApproximate	12_EnhBiv	E045	shared.hg38.showT2T	5017	945	11	1.000000	2.088570	5.266763	1.473625e-09	9.664046e-01
normalApproximate	12_EnhBiv	E046	shared.hg38.showT2T	11478	945	25	1.000000	5.667945	4.410770	6.655541e-16	9.955893e-01
normalApproximate	12_EnhBiv	E047	shared.hg38.showT2T	5941	945	11	1.000000	2.728536	4.031466	8.671243e-07	9.766145e-01
normalApproximate	12_EnhBiv	E048	shared.hg38.showT2T	4445	945	6	1.000000	1.938117	3.095788	4.427242e-03	9.630653e-01
normalApproximate	12_EnhBiv	E049	shared.hg38.showT2T	6491	945	0	1.000000	2.786781	0.000000	9.773994e-01	5.912226e-02
normalApproximate	12_EnhBiv	E050	shared.hg38.showT2T	14096	945	13	1.000000	5.968418	2.178132	3.444588e-03	9.953577e-01
normalApproximate	12_EnhBiv	E051	shared.hg38.showT2T	14230	945	11	1.000000	6.008148	1.830847	3.199056e-02	9.845918e-01
normalApproximate	12_EnhBiv	E052	shared.hg38.showT2T	6431	945	4	1.000000	2.717753	1.471804	3.145745e-01	8.408726e-01
normalApproximate	12_EnhBiv	E053	shared.hg38.showT2T	13087	945	14	1.000000	5.838504	2.397875	6.752945e-04	9.958496e-01
normalApproximate	12_EnhBiv	E054	shared.hg38.showT2T	5904	945	2	1.000000	2.466749	0.810784	7.347757e-01	4.814744e-01
normalApproximate	12_EnhBiv	E055	shared.hg38.showT2T	22839	945	12	1.000000	9.808479	1.223431	2.926387e-01	8.069423e-01
normalApproximate	12_EnhBiv	E056	shared.hg38.showT2T	23237	945	15	1.000000	9.558674	1.569255	5.319470e-02	9.733876e-01
normalApproximate	12_EnhBiv	E057	shared.hg38.showT2T	9523	945	8	1.000000	4.034680	1.982809	4.024062e-02	9.767521e-01
normalApproximate	12_EnhBiv	E058	shared.hg38.showT2T	9956	945	10	1.000000	4.244232	2.356139	4.890552e-03	9.890989e-01
normalApproximate	12_EnhBiv	E059	shared.hg38.showT2T	16831	945	10	1.000000	6.932064	1.442572	1.621811e-01	9.123773e-01
normalApproximate	12_EnhBiv	E061	shared.hg38.showT2T	9954	945	12	1.000000	4.247577	2.825140	1.834112e-04	9.901417e-01
normalApproximate	12_EnhBiv	E062	shared.hg38.showT2T	6001	945	5	1.000000	2.421496	2.064839	8.664819e-02	9.502999e-01
normalApproximate	12_EnhBiv	E063	shared.hg38.showT2T	11317	945	14	1.000000	4.795611	2.919336	2.894818e-05	9.927903e-01
normalApproximate	12_EnhBiv	E065	shared.hg38.showT2T	636	945	0	1.000000	0.247914	0.000000	9.655495e-01	7.079267e-01
normalApproximate	12_EnhBiv	E066	shared.hg38.showT2T	4948	945	10	1.000000	2.335502	4.281734	8.974094e-07	9.707633e-01
normalApproximate	12_EnhBiv	E067	shared.hg38.showT2T	2287	945	3	1.000000	0.931093	3.222019	4.408758e-02	9.374422e-01
normalApproximate	12_EnhBiv	E068	shared.hg38.showT2T	2657	945	4	1.000000	1.095050	3.652801	8.411823e-03	9.434081e-01
normalApproximate	12_EnhBiv	E069	shared.hg38.showT2T	4856	945	1	1.000000	2.008320	0.497929	8.618799e-01	3.216927e-01
normalApproximate	12_EnhBiv	E070	shared.hg38.showT2T	8165	945	6	1.000000	3.446257	1.741019	1.308333e-01	9.369142e-01
normalApproximate	12_EnhBiv	E071	shared.hg38.showT2T	6335	945	6	1.000000	2.642091	2.270929	3.675092e-02	9.675877e-01
normalApproximate	12_EnhBiv	E072	shared.hg38.showT2T	3706	945	8	1.000000	1.525180	5.245282	3.414577e-07	9.543308e-01
normalApproximate	12_EnhBiv	E073	shared.hg38.showT2T	3726	945	4	1.000000	1.549177	2.582015	5.336083e-02	9.475300e-01
normalApproximate	12_EnhBiv	E074	shared.hg38.showT2T	3193	945	3	1.000000	1.315288	2.280869	1.425729e-01	9.247581e-01
normalApproximate	12_EnhBiv	E075	shared.hg38.showT2T	5952	945	8	1.000000	2.409858	3.319697	4.178730e-04	9.719424e-01
normalApproximate	12_EnhBiv	E076	shared.hg38.showT2T	3641	945	3	1.000000	1.479866	2.027211	1.936610e-01	9.097160e-01
normalApproximate	12_EnhBiv	E077	shared.hg38.showT2T	6751	945	3	1.000000	2.770747	1.082741	5.657187e-01	6.492842e-01
normalApproximate	12_EnhBiv	E078	shared.hg38.showT2T	6319	945	6	1.000000	2.565035	2.339150	3.100992e-02	9.681598e-01
normalApproximate	12_EnhBiv	E079	shared.hg38.showT2T	4809	945	11	1.000000	2.054380	5.354414	9.315346e-10	9.657580e-01
normalApproximate	12_EnhBiv	E080	shared.hg38.showT2T	28347	945	27	1.000000	13.853615	1.948950	2.950588e-04	9.998474e-01
normalApproximate	12_EnhBiv	E081	shared.hg38.showT2T	14652	945	33	1.000000	7.293123	4.524810	2.163195e-21	9.982218e-01
normalApproximate	12_EnhBiv	E082	shared.hg38.showT2T	5678	945	4	1.000000	2.355754	1.697970	2.235047e-01	8.940062e-01
normalApproximate	12_EnhBiv	E083	shared.hg38.showT2T	6963	945	12	1.000000	3.244778	3.698250	1.663674e-06	9.825836e-01
normalApproximate	12_EnhBiv	E084	shared.hg38.showT2T	9232	945	12	1.000000	4.046088	2.965828	8.731248e-05	9.889632e-01
normalApproximate	12_EnhBiv	E085	shared.hg38.showT2T	9424	945	11	1.000000	4.138182	2.658172	7.697885e-04	9.894117e-01
normalApproximate	12_EnhBiv	E086	shared.hg38.showT2T	5471	945	4	1.000000	2.286286	1.749562	2.063419e-01	9.023611e-01
normalApproximate	12_EnhBiv	E087	shared.hg38.showT2T	275	945	0	1.000000	0.110176	0.000000	1.170605e+00	1.137560e+00
normalApproximate	12_EnhBiv	E088	shared.hg38.showT2T	12842	945	19	1.000000	5.709857	3.327579	3.156432e-08	9.956945e-01
normalApproximate	12_EnhBiv	E089	shared.hg38.showT2T	45047	945	36	1.000000	23.998269	1.500108	8.547435e-03	9.952287e-01
normalApproximate	12_EnhBiv	E090	shared.hg38.showT2T	28029	945	24	1.000000	14.166446	1.694144	6.070944e-03	9.972137e-01
normalApproximate	12_EnhBiv	E091	shared.hg38.showT2T	17774	945	21	1.000000	8.875367	2.366099	4.057606e-05	9.992505e-01
normalApproximate	12_EnhBiv	E092	shared.hg38.showT2T	24456	945	24	1.000000	12.073377	1.987845	4.439895e-04	9.997222e-01
normalApproximate	12_EnhBiv	E093	shared.hg38.showT2T	12955	945	17	1.000000	5.952241	2.856067	6.242166e-06	9.962389e-01
normalApproximate	12_EnhBiv	E094	shared.hg38.showT2T	256	945	5	1.000000	0.104654	47.776286	2.290818e-50	1.197161e+00
normalApproximate	12_EnhBiv	E095	shared.hg38.showT2T	5317	945	13	1.000000	2.263085	5.744371	2.155895e-12	9.695514e-01
normalApproximate	12_EnhBiv	E096	shared.hg38.showT2T	4014	945	8	1.000000	1.837453	4.353854	9.605408e-06	9.613803e-01
normalApproximate	12_EnhBiv	E097	shared.hg38.showT2T	1915	945	2	1.000000	0.802523	2.492141	2.048706e-01	9.152051e-01
normalApproximate	12_EnhBiv	E098	shared.hg38.showT2T	143	945	0	1.000000	0.055536	0.000000	1.647119e+00	1.646569e+00
normalApproximate	12_EnhBiv	E099	shared.hg38.showT2T	5971	945	11	1.000000	2.702006	4.071049	7.090659e-07	9.762571e-01
normalApproximate	12_EnhBiv	E100	shared.hg38.showT2T	2209	945	5	1.000000	0.878982	5.688400	2.697072e-05	9.391178e-01
normalApproximate	12_EnhBiv	E101	shared.hg38.showT2T	5273	945	5	1.000000	2.186697	2.286553	5.508304e-02	9.571301e-01
normalApproximate	12_EnhBiv	E102	shared.hg38.showT2T	4813	945	3	1.000000	1.994502	1.504135	3.570880e-01	8.268948e-01
normalApproximate	12_EnhBiv	E103	shared.hg38.showT2T	1617	945	2	1.000000	0.656217	3.047771	1.318711e-01	9.293265e-01
normalApproximate	12_EnhBiv	E104	shared.hg38.showT2T	316	945	0	1.000000	0.125326	0.000000	1.111775e+00	1.058551e+00
normalApproximate	12_EnhBiv	E105	shared.hg38.showT2T	3102	945	3	1.000000	1.282228	2.339678	1.327083e-01	9.270259e-01
normalApproximate	12_EnhBiv	E106	shared.hg38.showT2T	6639	945	19	1.000000	2.955865	6.427899	2.429171e-20	9.794698e-01
normalApproximate	12_EnhBiv	E107	shared.hg38.showT2T	19335	945	20	1.000000	8.366538	2.390475	5.057998e-05	9.990088e-01
normalApproximate	12_EnhBiv	E108	shared.hg38.showT2T	12045	945	11	1.000000	5.131136	2.143775	8.259851e-03	9.918067e-01
normalApproximate	12_EnhBiv	E109	shared.hg38.showT2T	4092	945	5	1.000000	1.715819	2.914060	1.458432e-02	9.572250e-01
normalApproximate	12_EnhBiv	E110	shared.hg38.showT2T	11598	945	13	1.000000	5.236140	2.482745	6.634882e-04	9.942486e-01
normalApproximate	12_EnhBiv	E111	shared.hg38.showT2T	11643	945	10	1.000000	4.796920	2.084671	1.489449e-02	9.885921e-01
normalApproximate	12_EnhBiv	E112	shared.hg38.showT2T	4588	945	6	1.000000	1.902856	3.153154	3.802459e-03	9.624374e-01
normalApproximate	12_EnhBiv	E113	shared.hg38.showT2T	4075	945	10	1.000000	2.026114	4.935558	4.206523e-08	9.652031e-01
normalApproximate	12_EnhBiv	E114	shared.hg38.showT2T	2265	945	1	1.000000	0.931258	1.073816	6.806003e-01	6.721489e-01
normalApproximate	12_EnhBiv	E115	shared.hg38.showT2T	3059	945	1	1.000000	1.313006	0.761611	7.686145e-01	5.162084e-01
normalApproximate	12_EnhBiv	E116	shared.hg38.showT2T	4194	945	1	1.000000	1.745511	0.572898	8.333532e-01	3.837697e-01
normalApproximate	12_EnhBiv	E117	shared.hg38.showT2T	825	945	0	1.000000	0.337973	0.000000	9.499459e-01	5.796294e-01
normalApproximate	12_EnhBiv	E118	shared.hg38.showT2T	23059	945	13	1.000000	10.308619	1.261081	2.452159e-01	8.420520e-01
normalApproximate	12_EnhBiv	E119	shared.hg38.showT2T	4532	945	5	1.000000	1.849921	2.702818	2.296163e-02	9.586561e-01
normalApproximate	12_EnhBiv	E120	shared.hg38.showT2T	1916	945	0	1.000000	0.800255	0.000000	9.378740e-01	2.989316e-01
normalApproximate	12_EnhBiv	E121	shared.hg38.showT2T	3823	945	1	1.000000	1.603072	0.623802	8.149163e-01	4.228095e-01
normalApproximate	12_EnhBiv	E122	shared.hg38.showT2T	5747	945	9	1.000000	2.379013	3.783082	2.637664e-05	9.714888e-01
normalApproximate	12_EnhBiv	E123	shared.hg38.showT2T	4039	945	6	1.000000	1.705968	3.517064	1.441974e-03	9.584472e-01
normalApproximate	12_EnhBiv	E124	shared.hg38.showT2T	11404	945	9	1.000000	4.766549	1.888158	4.177556e-02	9.785527e-01
normalApproximate	12_EnhBiv	E125	shared.hg38.showT2T	5581	945	6	1.000000	2.312450	2.594651	1.625457e-02	9.679038e-01
normalApproximate	12_EnhBiv	E126	shared.hg38.showT2T	4103	945	3	1.000000	1.764317	1.700375	2.849013e-01	8.697999e-01
normalApproximate	12_EnhBiv	E127	shared.hg38.showT2T	5992	945	6	1.000000	2.517131	2.383666	2.772960e-02	9.683624e-01
normalApproximate	12_EnhBiv	E128	shared.hg38.showT2T	2882	945	4	1.000000	1.214469	3.293620	1.578302e-02	9.456828e-01
normalApproximate	12_EnhBiv	E129	shared.hg38.showT2T	4942	945	3	1.000000	2.086016	1.438148	3.847407e-01	8.079299e-01
normalApproximate	13_ReprPC	E001	haqer.hg38	19363	1581	52	1.000000	23.583684	2.204914	3.245789e-09	9.999997e-01
normalApproximate	13_ReprPC	E002	haqer.hg38	18285	1581	43	1.000000	23.359000	1.840832	3.193972e-05	9.999867e-01
normalApproximate	13_ReprPC	E003	haqer.hg38	17001	1581	40	1.000000	20.587937	1.942885	1.304761e-05	9.999939e-01
